,primerid,Pr(>Chisq),coef,FDR
85,1700029J07Rik,0.25444133502367083,-0.0011714128310143105,0.33770771391369103
86,1700030K09Rik,0.06683905838514641,0.006016242893343451,0.10033117560811182
87,1700034P13Rik,0.5975947323077002,-0.000809906926150002,0.6580675832963182
88,1700037C18Rik,9.696018480602399e-07,0.00033281376639081317,2.1869838028538896e-06
89,1700037H04Rik,1.6067105271429895e-12,0.009054703893088961,7.054622905390851e-12
90,1700040D17Rik,0.11853894061892001,,0.1704051208772452
91,1700040L08Rik,0.7955135372050023,,0.8353405843081015
92,1700041G16Rik,0.3246843942982291,0.003587839038533019,0.40868661305802045
93,1700042O10Rik,0.011636081822138126,,0.019047124934343105
94,1700047I17Rik2,0.893305962516673,,0.9152231127348199
95,1700048O20Rik,0.2785628131794885,,0.362490828885971
96,1700052K11Rik,3.854193004038987e-07,0.026883978436668912,9.000279726613766e-07
97,1700055D18Rik,0.6378841103849494,0.0005068013336148565,0.6956631034985618
98,1700056E22Rik,2.9515166264203116e-09,-0.026987513961689538,8.495598252890783e-09
99,1700056N10Rik,0.2767789766633508,-0.00327033780790145,0.3608072258267315
100,1700061G19Rik,0.3673040385653105,-0.0020304443854597476,0.45188041130838646
101,1700064H15Rik,0.27176062958538666,,0.3564845810676615
102,1700065D16Rik,0.5217990881808332,,0.5856522124917155
103,1700066B19Rik,0.8897948267549215,0.0011934549653489484,0.9125051265326105
104,1700066M21Rik,0.35686971290704644,-0.0005238668287352141,0.44171694920759347
105,1700067K01Rik,0.19356352233631977,,0.2662124383813544
106,1700082M22Rik,0.6117473969047154,,0.6713435903149644
107,1700084C06Rik,0.1273151329439241,0.004604002354079873,0.18199914857285335
108,1700084E18Rik,0.15250571543091976,-0.006879527433227986,0.21489795072751278
109,1700086O06Rik,0.8531952825105136,-0.0016228162421024796,0.883890360879952
110,1700086P04Rik,0.10891640098454294,,0.1576544658507019
111,1700088E04Rik,0.46348535643086775,,0.5285285534681506
112,1700096K18Rik,0.0012263194408314263,0.0008781939031379284,0.002180088400150736
